yval,predicciones,error
"[12.348, 12.144, 12.912, 12.564, 12.396, 12.12, 12.204, 12.516, 12.144, 12.444, 12.612, 13.764, 13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012]","[12.143723, 12.233428, 12.124924, 12.223232, 12.174755, 12.314861, 12.169927, 12.285999, 12.265515, 12.011384, 12.178815, 12.202423, 12.368385, 12.509839, 12.029113, 11.868985, 12.254132, 11.893292, 11.627901, 12.002771, 11.958769, 11.750936, 11.8636265, 11.77041]","[-0.20427746582031325, 0.08942800140380847, -0.7870762939453133, -0.3407677307128907, -0.22124490356445392, 0.19486129760742266, -0.034073356628418594, -0.2300007019042969, 0.12151532745361315, -0.43261598968505943, -0.4331851119995118, -1.5615769042968743, -1.2636146850585934, -0.8221609420776375, -1.506887184143066, -1.1390148239135733, -0.4898677291870115, -0.910707572937012, -0.8760989227294917, -0.02122862243652257, -1.049231155395507, -0.357064445495606, -0.6883735198974605, -0.2415904159545903]"
"[12.144, 12.912, 12.564, 12.396, 12.12, 12.204, 12.516, 12.144, 12.444, 12.612, 13.764, 13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612]","[12.042378, 12.1211605, 12.031992, 12.139655, 12.096481, 12.245121, 12.131173, 12.212375, 12.220048, 11.9510355, 12.166464, 12.172285, 12.34179, 12.474127, 11.9854965, 11.863953, 12.225777, 11.884656, 11.644926, 11.975841, 11.958097, 11.712984, 11.837714, 11.75477]","[-0.1016215744018556, -0.7908394927978524, -0.532008041381836, -0.25634488677978595, -0.02351867675781172, 0.041121002197265, -0.38482686614990236, 0.06837468719482409, -0.22395204925537193, -0.6609645004272462, -1.5975361480712884, -1.459714920043945, -0.9902098007202156, -1.0618731842041012, -1.0225034790039054, -0.8800473632812498, -0.578223327636719, -0.6193440475463863, -0.37907392883300695, -1.0321594314575187, -0.14990254211425835, -0.8390159149169918, -0.1742858047485356, -0.857229721069336]"
"[12.912, 12.564, 12.396, 12.12, 12.204, 12.516, 12.144, 12.444, 12.612, 13.764, 13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768]","[11.96091, 12.073717, 11.969731, 12.099407, 12.043842, 12.202724, 12.09951, 12.15707, 12.168596, 11.912269, 12.149943, 12.149063, 12.322859, 12.44078, 11.961093, 11.847199, 12.201777, 11.863841, 11.596349, 11.951586, 11.929241, 11.6746, 11.818407, 11.708238]","[-0.9510901565551766, -0.49028288269042974, -0.42626866912841876, -0.020592803955077343, -0.1601576843261725, -0.31327554321289064, -0.04448980712890638, -0.28692984008789146, -0.4434037322998048, -1.8517313613891595, -1.4820566482543942, -1.1829368896484382, -1.213141189575195, -0.567220314025878, -0.7829070510864256, -0.9568005599975589, -0.3022225418090816, -0.16015894317626866, -1.411651237487792, -0.15641423034668023, -0.6227588195800777, -0.3374003524780278, -0.7935929412841798, -1.0597623519897468]"
"[12.564, 12.396, 12.12, 12.204, 12.516, 12.144, 12.444, 12.612, 13.764, 13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6]","[12.087085, 12.1301, 12.057555, 12.141379, 12.100788, 12.24493, 12.131049, 12.217679, 12.2453985, 11.934618, 12.170076, 12.150568, 12.338147, 12.495415, 11.949784, 11.836764, 12.197375, 11.84484, 11.658917, 11.940848, 11.950078, 11.663041, 11.776365, 11.725893]","[-0.47691522979736334, -0.26589974975586017, -0.062444801330565625, -0.06262064361572328, -0.4152118835449219, 0.10093026733398425, -0.312950843811036, -0.3943209762573243, -1.5186014785766595, -1.6973820037841794, -1.161923629760743, -1.385431991577148, -0.6698528366088858, -0.24858526611328102, -0.8542157211303714, -0.6672356643676753, 0.17337529754638759, -1.1631599502563468, -0.44908257293701226, -0.6111516494750973, -0.061921989440918423, -0.9489588851928712, -0.9916347198486335, -0.8741069793701168]"
"[12.396, 12.12, 12.204, 12.516, 12.144, 12.444, 12.612, 13.764, 13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048]","[12.085073, 12.174596, 12.063321, 12.175468, 12.11598, 12.267807, 12.134298, 12.234271, 12.232424, 11.955443, 12.162804, 12.166543, 12.351466, 12.4937105, 11.984845, 11.838307, 12.21988, 11.852548, 11.597678, 11.967237, 11.936729, 11.689985, 11.812719, 11.722867]","[-0.31092652893066486, 0.05459583282470781, -0.14067888641357484, -0.34053155517578126, -0.02801985168457044, -0.17619299316406334, -0.47770167541503916, -1.5297289505004876, -1.3995762176513669, -1.3765566177368171, -1.3731963500976558, -0.8414569931030265, -0.3925338211059568, -0.3102894821166995, -0.5191548385620113, -0.1856926193237296, -0.7881198959350577, -0.2554523544311529, -0.9543218154907223, -0.04476252746582077, -0.6752705688476563, -1.078014724731446, -0.7872806549072262, -0.32513298797607426]"
"[12.12, 12.204, 12.516, 12.144, 12.444, 12.612, 13.764, 13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54]","[12.001064, 12.1191025, 11.988658, 12.141752, 12.062602, 12.218403, 12.100392, 12.17803, 12.18524, 11.908395, 12.13529, 12.137134, 12.32603, 12.450471, 11.963285, 11.829532, 12.191625, 11.830258, 11.547542, 11.935136, 11.903147, 11.642698, 11.7851925, 11.6754875]","[-0.11893569946288984, -0.08489752197265688, -0.5273420486450195, -0.0022477569580079404, -0.38139795684814537, -0.393597137451172, -1.6636076583862298, -1.4539699859619137, -1.1467602081298836, -1.627605186462402, -0.8727098541259757, -0.606866401672363, -0.4779702224731448, -0.05352907562255815, -0.060714553833006946, -1.1784683303833, 0.08362464141845649, -0.7217416305541988, -0.4644583816528325, -0.6768641586303712, -0.8648532562255866, -0.9573017120361325, -0.2628075103759766, -0.8645124816894523]"
"[12.204, 12.516, 12.144, 12.444, 12.612, 13.764, 13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104]","[11.917067, 12.075871, 11.92799, 12.115373, 12.018851, 12.172834, 12.079654, 12.123264, 12.140845, 11.876827, 12.118494, 12.114292, 12.298861, 12.411291, 11.94781, 11.8335705, 12.15381, 11.820523, 11.499212, 11.893281, 11.867221, 11.588519, 11.753068, 11.610055]","[-0.28693342590332094, -0.440128532409668, -0.21601004028320325, -0.32862734222412193, -0.5931487197875978, -1.5911656036376947, -1.5523462600708005, -1.2087356872558601, -1.3951547012329097, -1.1311727600097647, -0.6255059661865232, -0.6897078552246096, -0.20513945007324175, 0.3872911224365243, -1.0601898269653312, -0.27442951965332085, -0.3981904525756832, -0.19147673797607467, -1.1127877349853517, -0.8747190170288093, -0.7327791213989254, -0.4594809036254883, -0.7869320297241202, -1.4939450302124015]"
"[12.516, 12.144, 12.444, 12.612, 13.764, 13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08]","[11.860857, 12.030733, 11.886847, 12.081592, 11.983187, 12.132837, 12.069224, 12.082641, 12.1145935, 11.849244, 12.113303, 12.095661, 12.273506, 12.390992, 11.9211235, 11.833905, 12.114897, 11.81643, 11.486292, 11.851472, 11.844071, 11.538643, 11.715597, 11.557227]","[-0.6551429901123047, -0.11326689147949232, -0.5571534576416024, -0.5304083938598634, -1.7808132781982415, -1.499162704467773, -1.2627756423950203, -1.453359352111816, -0.8934064941406241, -0.8947558822631834, -0.6906968154907229, -0.40833883666992143, 0.24950616455078212, -0.6170078353881827, -0.18687649536132867, -0.7180947799682613, 0.10289677429199173, -0.7955699081420899, -1.2817081146240241, -0.7485280990600582, -0.20392861175537114, -1.001357116699218, -1.3884028472900383, -1.5227728652954102]"
"[12.144, 12.444, 12.612, 13.764, 13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256]","[11.903274, 12.059555, 11.914975, 12.116297, 12.006519, 12.140484, 12.085387, 12.103523, 12.141899, 11.849222, 12.109232, 12.086298, 12.263333, 12.400049, 11.915167, 11.831208, 12.088724, 11.803811, 11.476653, 11.817325, 11.822363, 11.500792, 11.670456, 11.521582]","[-0.24072641754150403, -0.38444494628906334, -0.6970248336791993, -1.6477032318115228, -1.6254806823730465, -1.1915161437988289, -1.450612770080566, -0.9044767456054679, -0.602100891113281, -0.9547778167724612, -0.3947680511474605, 0.06229798889160243, -0.7446666793823233, 0.292049209594726, -0.6368331451416012, -0.18079177093505905, -0.523275863647461, -0.964188926696778, -1.123346900939941, -0.23067536163330082, -0.7176371002197257, -1.603208450317382, -1.4095440673828126, -2.734418350219727]"
"[12.444, 12.612, 13.764, 13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852]","[11.895508, 12.093159, 11.919086, 12.1570215, 12.021045, 12.141502, 12.091455, 12.0857525, 12.134448, 11.864387, 12.098642, 12.074923, 12.250711, 12.371952, 11.934671, 11.841499, 12.055211, 11.787388, 11.412984, 11.783265, 11.782142, 11.453112, 11.633444, 11.4646225]","[-0.5484921875000008, -0.518841278076172, -1.8449135437011712, -1.474978477478027, -1.310955268859864, -1.3944976196289058, -0.9165445404052726, -0.6582475128173826, -0.6695519485473636, -0.6396134414672847, 0.07464234924316493, -0.9330774383544913, 0.14271144104003852, -0.18004794311523398, -0.07732859802246139, -0.7705006713867188, -0.7127889328002937, -0.812612152099609, -0.6350161056518555, -0.7567348861694327, -1.3218583145141594, -1.6268883514404298, -2.6225561676025393, -1.3873775024414066]"
"[12.612, 13.764, 13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32]","[11.936029, 12.129847, 11.949035, 12.208723, 12.04647, 12.137623, 12.113449, 12.098414, 12.163014, 11.856408, 12.084208, 12.047708, 12.217656, 12.367006, 11.916933, 11.838029, 11.989125, 11.763007, 11.375567, 11.701096, 11.724101, 11.362676, 11.5392685, 11.371941]","[-0.6759705657958985, -1.6341534271240228, -1.682965309143066, -1.123276931762696, -1.4895303115844722, -0.870377166748046, -0.6305509033203123, -0.7055855789184573, -0.34098558807373003, -0.16759188079833898, -0.9237924652099601, -0.060292442321777884, -0.33434386444091757, 0.35500630187988236, -0.6950669403076173, -0.9299710922241218, -0.6108747482299801, -0.2849928359985352, -1.1644325637817374, -1.4029044189453117, -1.3558989334106446, -2.893324333190918, -1.3127315063476566, -1.9480593872070315]"
"[13.764, 13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328]","[12.005593, 12.197825, 12.000475, 12.281828, 12.094179, 12.164049, 12.138722, 12.133966, 12.202387, 11.872878, 12.075653, 12.038893, 12.210566, 12.372762, 11.927865, 11.8376665, 11.960335, 11.742339, 11.340997, 11.663013, 11.689381, 11.319474, 11.485893, 11.32731]","[-1.7584067001342767, -1.4341745681762692, -1.3315250701904304, -1.2541720733642574, -0.9138208465576163, -0.5799508514404295, -0.6652775802612307, -0.370033554077148, 0.17838685607910243, -1.135121925354003, -0.03234692382812554, -0.5131072540283199, 0.1985655670166011, -0.23923827362060557, -0.840134971618653, -0.7623334884643551, -0.08766522216796879, -0.7976608657836906, -1.763003257751464, -1.416986541748047, -2.566619354248047, -1.5325257797241214, -1.8341067504882815, -3.0006903915405267]"
"[13.632, 13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024]","[12.281955, 12.385523, 12.195756, 12.449942, 12.249047, 12.285168, 12.226754, 12.308803, 12.36638, 11.947003, 12.095986, 12.063709, 12.248356, 12.479225, 11.961877, 11.835986, 11.970958, 11.733841, 11.386878, 11.658638, 11.700428, 11.328313, 11.434146, 11.352403]","[-1.3500452346801755, -0.9464771575927742, -1.3402440414428707, -0.5580583648681632, -0.4949527206420896, -0.5188323059082034, -0.2772458114624019, 0.28480260467529384, -0.6416202621459952, -0.16099663543701226, -0.45601363372802695, 0.05170925903320267, -0.3636441345214845, -0.28877484130859443, -0.6381231307983395, -0.21201386260986332, -0.5690422439575187, -1.3701590576171867, -1.6931219863891602, -2.597361999511719, -1.1515719909667972, -1.9916871261596683, -2.8938540725708, -0.6715973129272452]"
"[13.332, 13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796]","[12.460348, 12.608414, 12.366457, 12.626238, 12.4010725, 12.4258, 12.304869, 12.439808, 12.451281, 12.084296, 12.124338, 12.127214, 12.309486, 12.537522, 12.075463, 11.86724, 12.024801, 11.76029, 11.338808, 11.719434, 11.708722, 11.40579, 11.489383, 11.386775]","[-0.8716518707275398, -0.9275863037109371, -0.6415430145263663, -0.11776213073730446, -0.4029274978637698, -0.07819967651367143, 0.28086869812011805, -0.568192108154296, 0.3432805938720698, -0.46770377349853476, 0.11233815002441361, -0.4847855682373048, -0.45851361083984443, -0.06247768402099574, 0.027463294982910114, -0.6727600479125968, -1.0791987457275383, -1.3197098541259766, -2.9171919403076174, -1.132566215515137, -1.611277885437012, -2.922209671020507, -0.5346172561645499, -0.4092249832153314]"
"[13.536, 13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188]","[12.43764, 12.629825, 12.34972, 12.648177, 12.400675, 12.423197, 12.296293, 12.420383, 12.425087, 12.086231, 12.106332, 12.117145, 12.300031, 12.497057, 12.083807, 11.860844, 12.002788, 11.73467, 11.264895, 11.69984, 11.665799, 11.37589, 11.470009, 11.344329]","[-1.0983598098754879, -0.3781753616332999, -0.39427999877929665, -0.15582285308837918, -0.1033251800537105, 0.39919679260253993, -0.7117067413330069, 0.3123834533691401, -0.12691302490234335, 0.07423123168945267, -0.5056681747436524, -0.650855415344239, -0.29996929168701136, 0.44905696105957027, -0.4561930084228507, -1.2431563415527336, -1.0772124099731446, -2.5213303146362307, -1.587104560852051, -1.6201604080200198, -2.6622008590698236, -0.6481102218627921, -0.3259911499023431, -1.843671119689942]"
"[13.008, 12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468]","[12.462664, 12.655875, 12.365972, 12.669525, 12.413039, 12.432144, 12.307976, 12.43509, 12.433637, 12.088841, 12.10748, 12.112839, 12.296432, 12.489391, 12.070259, 11.848158, 11.97621, 11.718586, 11.244477, 11.673471, 11.639458, 11.350208, 11.433255, 11.31256]","[-0.5453363494873038, -0.08812479400634743, -0.43802843475341824, 0.16552514648437544, 0.38903920745849696, -0.5758558349609366, 0.1999757690429682, -0.1169099349975582, 0.4216366653442378, -0.5231585617065431, -0.6605199508666999, -0.48716125488281214, 0.24843154144287105, -0.05060867309570227, -1.033740905761718, -1.2318421173095704, -2.2797903594970705, -1.1334140319824222, -2.075522727966309, -2.6545285491943353, -0.3845422973632804, -0.44579171752929625, -1.7547448043823248, -1.1554399185180664]"
"[12.744, 12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64]","[12.430369, 12.653611, 12.327909, 12.665368, 12.390833, 12.413706, 12.288475, 12.400549, 12.391667, 12.06654, 12.08614, 12.088038, 12.27723, 12.420295, 12.038249, 11.812914, 11.925892, 11.664621, 11.165876, 11.630363, 11.575495, 11.295314, 11.378721, 11.25412]","[-0.3136306228637693, -0.15038881683349636, -0.17609053039550737, 0.641368080139161, -0.6171670989990226, 0.3057058258056635, -0.26352496337890585, 0.388548934936523, -0.22033263397216807, -0.7014602355957038, -0.5138603210449215, 0.040038444519042926, -0.2627697372436515, -0.6837052383422844, -1.0417509841918946, -2.44308610534668, -0.9261081237792972, -1.6553786468505862, -3.1621236114501947, -0.3936365356445304, -0.2205052337646478, -1.8926861648559576, -1.0892787628173828, -0.38588012695312557]"
"[12.804, 12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16]","[12.3880005, 12.610634, 12.2597, 12.610928, 12.331591, 12.36095, 12.265257, 12.342084, 12.32461, 12.002934, 12.067089, 12.035198, 12.227732, 12.304875, 11.913861, 11.718795, 11.791224, 11.561575, 11.07267, 11.513292, 11.450165, 11.163615, 11.226234, 11.126207]","[-0.41599951171875027, 0.10663385009765669, 0.23569982147216884, -0.39707241821288974, 0.22359065246581977, -0.19104953002929648, 0.25325688171386673, -0.2699160690307618, -0.4433902435302741, -0.5970655441284176, 0.019089080810546832, -0.5048017883300773, -0.8762682952880851, -0.775124626159668, -2.342138725280762, -1.1332051773071292, -1.5287764739990237, -2.7664250640869135, -0.9513300170898429, -0.28270768737792906, -1.7378352050781256, -1.3043847732543945, -0.4137655639648443, -0.03379264831542983]"
"[12.504, 12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088]","[12.429928, 12.644344, 12.259156, 12.60814, 12.324368, 12.354593, 12.279867, 12.340964, 12.291698, 11.976144, 12.066734, 12.00009, 12.1920395, 12.203989, 11.787849, 11.609296, 11.643231, 11.451449, 10.968994, 11.387886, 11.303986, 11.033706, 11.051403, 10.98437]","[-0.07407217407226518, 0.6203443298339852, -0.7488437728881827, 0.5001399917602534, -0.22763247680664023, 0.3425932769775386, -0.33213282775878916, -0.42703568267822334, -0.30830154418945277, -0.07185616302490239, -0.4732656860351554, -1.103910354614257, -0.8879605102539063, -2.052010971069336, -1.064150573730469, -1.710704154968262, -2.684768608093261, -0.5725506057739249, -0.8270058593749994, -1.8001139526367194, -1.164014404296875, -0.6062942886352545, -0.10859695434570327, -0.10362976837158122]"
"[12.024, 13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34]","[12.500777, 12.714589, 12.28271, 12.628009, 12.33432, 12.371384, 12.296075, 12.340397, 12.253892, 11.968157, 12.064131, 11.96077, 12.157336, 12.072538, 11.664854, 11.477496, 11.480696, 11.314785, 10.832045, 11.258457, 11.139428, 10.898843, 10.862605, 10.838154]","[0.47677724456787196, -0.2934108810424796, 0.17471007537841743, 0.07600884246826212, 0.32232006835937455, -0.2406163330078126, -0.4719251327514655, -0.259603118896484, 0.20589194488525386, -0.5718431854248038, -1.0398692169189445, -1.1192303466796876, -2.0986637649536135, -0.7794616241455081, -1.655145950317383, -2.8505038528442377, -0.5433042755126944, -0.48121499633789, -2.355955398559571, -1.2095428161621093, -0.5005718612670904, -0.2611571884155275, -0.22539490509033122, -0.5018461608886717]"
"[13.008, 12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572]","[12.481133, 12.695304, 12.255613, 12.57719, 12.273717, 12.333721, 12.264023, 12.260102, 12.159128, 11.9014225, 12.034087, 11.874186, 12.070134, 11.885502, 11.506409, 11.325866, 11.291607, 11.172376, 10.706378, 11.090487, 10.980626, 10.734573, 10.665884, 10.6655445]","[-0.526866539001464, 0.5873039169311518, -0.2963866729736324, 0.5651903991699214, -0.33828307342529307, -0.4342788391113288, -0.33597717285156214, 0.21210227203369136, -0.3808718109130851, -1.2025774993896476, -1.0459128189086915, -2.381814437866211, -0.7818658370971683, -1.4344981384277347, -2.8215913085937494, -0.6981342544555655, -0.5043930969238275, -2.0156243209838873, -1.7616220169067383, -0.5495134735107428, -0.1793738937377931, -0.3534266357421867, -0.6741159820556639, 0.09354450988769614]"
"[12.108, 12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808]","[12.623966, 12.805556, 12.362734, 12.6493, 12.371416, 12.372427, 12.329263, 12.358794, 12.213648, 11.930399, 12.038601, 11.895597, 12.044212, 11.904947, 11.456863, 11.295057, 11.240126, 11.14905, 10.689703, 11.024123, 10.883254, 10.689093, 10.592344, 10.596346]","[0.5159662170410151, 0.2535562973022465, 0.35073384094238236, 0.03729962158203115, -0.39658390808105537, -0.2275730133056637, 0.2812627334594726, -0.18120578765869055, -0.8903521575927726, -1.149601058959961, -2.217399078369141, -0.9564025421142581, -1.2757876586914065, -2.4230527191162103, -0.5671365966796866, -0.5009427032470697, -1.947874343872071, -1.3189502410888672, -0.9502970123291021, -0.13587680816650405, -0.2047459487915031, -0.6509073638916014, 0.02034428405761801, -1.211654098510742]"
"[12.552, 12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68]","[12.79429, 12.897193, 12.5492935, 12.639054, 12.472342, 12.31171, 12.274258, 12.223334, 12.047926, 11.8563175, 11.8273, 11.695029, 11.664866, 11.517922, 11.192655, 10.994985, 10.909358, 10.87546, 10.439848, 10.636652, 10.455394, 10.35171, 10.315441, 10.257349]","[0.24228958892822305, 0.8851929550170894, -0.06270648193359385, -0.12894570159912178, -0.1276584625244137, 0.2637103576660156, -0.2657423400878898, -0.8806656875610344, -1.0320740509033204, -2.3996824798583987, -1.0246999282836917, -1.624970741271973, -2.663133552551269, -0.5060775985717765, -0.6033453903198236, -2.193015373229981, -1.558641975402832, -0.7645403289794928, -0.720152053833008, -0.4513480072021476, -0.8846062088012694, -0.2202896804809562, -1.492558868408203, -3.422650985717773]"
"[12.012, 12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828]","[12.955614, 12.985445, 12.729838, 12.648493, 12.600943, 12.269047, 12.306002, 12.190102, 11.986796, 11.851715, 11.715395, 11.605814, 11.395232, 11.329862, 10.99824, 10.838055, 10.670131, 10.75195, 10.332826, 10.34762, 10.119741, 10.111756, 10.1155205, 10.006839]","[0.9436140899658199, 0.3734450225830077, -0.03816162872314521, 0.04849281311035192, 0.5529426116943359, -0.2709532165527335, -0.7979983367919914, -0.8898983764648438, -2.2692036209106448, -1.0002849121093753, -1.6046050262451175, -2.7221860198974603, -0.6287677993774405, -0.4661383590698236, -2.18975952911377, -1.629945343017578, -0.9698692703247076, -0.40804973602294936, -0.7551743392944328, -0.9923799896240233, -0.45225856018066324, -1.6962436752319334, -3.564479522705078, -5.82116120147705]"
"[12.612, 12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26]","[12.867202, 12.864638, 12.666712, 12.5450535, 12.475125, 12.169271, 12.157213, 12.017283, 11.827996, 11.665259, 11.561577, 11.415836, 11.203471, 11.084365, 10.853543, 10.656437, 10.537995, 10.59334, 10.21219, 10.169922, 10.019535, 9.9529, 10.0055485, 9.85528]","[0.255201805114746, 0.09663832855224541, 0.06671180725097692, 0.497053482055664, -0.06487468719482337, -0.9347285308837883, -0.9227867889404298, -2.2387165603637698, -1.0240037460327152, -1.6547406387329104, -2.7664231567382807, -0.6081636657714835, -0.5925288162231439, -2.1036351089477545, -1.6144567184448242, -0.9835630798339849, -0.6220046615600587, -0.4946600799560539, -1.1278103256225585, -0.4020781249999992, -1.7884649353027342, -3.7271000671386716, -5.822451522827148, -6.40472007751465]"
"[12.768, 12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808]","[12.938065, 12.943297, 12.726526, 12.603401, 12.544363, 12.230812, 12.230121, 12.110258, 11.905431, 11.751716, 11.628004, 11.500718, 11.276198, 11.1864195, 10.90787, 10.719936, 10.579947, 10.655603, 10.260292, 10.232765, 10.044334, 10.011774, 10.036949, 9.907464]","[0.17006457519531182, 0.34329738616943395, 0.6785262603759765, 0.0634011840820321, -0.5596369781494133, -0.8491879272460938, -2.0258793411254885, -0.7417418975830081, -1.4145692062377933, -2.5762843399047846, -0.39599592590331945, -0.29528188323974547, -1.9118016128540045, -1.2815805130004883, -0.7321297073364263, -0.44006362915039077, -0.5080525283813468, -0.6843965911865233, -0.3117079467773429, -1.5752348022460936, -3.635665588378906, -5.816225936889648, -6.223050842285158, -7.900535972595215]"
"[12.6, 12.048, 12.54, 13.104, 13.08, 14.256, 12.852, 13.32, 14.328, 12.024, 11.796, 13.188, 12.468, 11.64, 11.16, 11.088, 11.34, 10.572, 11.808, 13.68, 15.828, 16.26, 17.808, 17.832]","[13.023339, 13.021011, 12.795029, 12.67841, 12.593257, 12.279585, 12.244967, 12.157883, 11.941115, 11.766809, 11.618611, 11.497334, 11.278869, 11.188493, 10.92843, 10.704547, 10.580585, 10.634289, 10.235112, 10.225569, 10.0351, 10.009232, 10.022177, 9.8992815]","[0.4233392715454105, 0.9730113525390625, 0.25502868652343835, -0.4255904235839836, -0.4867430496215821, -1.9764151153564455, -0.6070325393676761, -1.1621173095703128, -2.3868846206665033, -0.25719053649902257, -0.17738866424560484, -1.6906664733886725, -1.1891313247680664, -0.45150722503662166, -0.23157039642333999, -0.38345307159423747, -0.7594154739379881, 0.0622887878417977, -1.5728878097534178, -3.454431228637695, -5.792900016784667, -6.250768432617189, -7.785823257446289, -7.932718498229981]"
